137,173,10019
191,67,5142
53,139,3125
71,157,4088
197,23,3626
41,137,343
149,11,1531
109,61,5290
73,67,3239
41,173,3390
131,73,5039
67,37,1869
37,139,2119
71,109,360
101,197,8114
151,191,20367
3,197,341
59,47,2454
103,23,1977
67,173,2497
37,137,4866
139,3,110
127,173,19859
191,59,11153
197,137,24868
89,137,512
191,89,14058
197,19,1018
59,79,502
137,113,213
11,149,729
179,127,4609
103,23,1145
109,37,1189
11,167,1084
179,11,1780
7,97,115
5,181,729
19,157,746
73,37,922
131,23,560
179,191,64
7,127,785
31,59,942
67,181,3899
47,3,21
31,17,225
53,197,400
7,157,621
7,181,748
19,67,976
139,17,243
107,163,15476
179,191,22821
193,149,11188
19,167,1381
179,131,21050
41,47,817
59,19,243
97,167,953
19,43,467
43,101,2646
7,13,79
197,11,2125
17,59,525
41,73,2693
3,23,12
71,19,1070
61,5,10
43,157,26
131,79,4633
23,79,454
61,101,3255
5,61,297
79,61,3785
173,37,3554
41,7,141
47,181,7708
179,181,1917
47,181,4787
149,193,8118
131,73,5039
113,199,16847
37,173,3104
7,47,240
13,151,680
83,113,64
43,197,5905
89,5,348
103,71,4628
3,137,28
139,37,2325
37,181,6509
37,131,4610
113,101,2280
73,11,129
83,97,5753
193,71,4339
101,89,6636
17,41,74
199,167,14078
13,47,282
59,137,3780
37,31,63
197,199,18391
181,103,1333
137,73,3678
151,5,677
197,101,6120
73,109,6657
3,53,26
13,103,1139
163,53,2206
53,7,188
59,127,2582
151,71,4431
11,41,73
17,103,772
79,167,9331
83,59,1331
47,59,1302
71,199,10243
19,79,15
19,167,2417
79,197,8721
197,163,4285
3,163,291
7,41,193
53,3,150
107,23,617
79,137,6173
53,193,2331
41,71,528
17,7,100
109,137,9904
79,101,6137
113,197,13076
73,101,6717
193,43,3560
97,181,2430
79,5,111
191,103,7275
131,127,14082
97,113,1962
127,151,5149
17,193,402
173,179,10212
73,151,9807
193,13,1959
137,11,103
43,181,5477
83,191,9052
13,167,1043
163,113,691
151,149,9391
181,41,3606
101,197,6033
79,11,571
31,11,206
31,167,1974
179,61,7577
151,89,12890
37,47,63
149,199,19275
41,37,66
179,43,6809
173,149,22534
137,131,125
137,167,19271
37,103,1064
127,71,7356
113,151,16905
67,191,2979
179,137,1000
5,109,53
131,11,1402
151,179,24683
199,43,4543
73,157,7846
13,71,832
29,191,3214
107,19,383
191,197,28299
47,97,2195
107,193,8994
109,137,4009
13,19,97
137,163,19859
23,193,3094
29,97,260
31,197,3574
71,137,1399
31,37,973
5,53,20
59,173,1753
149,89,8697
149,43,2918
101,79,6846
149,7,361
97,179,5869
181,53,2131
59,137,2212
3,59,115
47,73,1407
17,23,64
79,181,9156
73,113,236
131,113,2639
199,37,5460
181,53,345
43,109,2119
149,131,7886
139,7,656
127,131,538
149,191,23524
17,43,157
101,139,12474
59,197,6545
5,11,47
131,73,5092
79,113,5325
191,163,20720
191,83,8536
199,191,8916
197,127,22272
157,107,3655
61,19,1081
173,13,1630
103,151,855
167,191,1728
53,59,1950
23,157,1163
137,59,4084
53,197,125
23,53,210
199,67,1673
7,37,64
137,47,670
113,67,7462
11,173,1649
31,13,253
43,127,3709
173,163,17313
11,139,146
167,83,4783
83,19,224
101,11,466
199,31,2935
97,11,234
3,181,12
127,71,3618
127,193,22050
41,157,5315
139,179,476
167,5,381
173,197,5223
67,193,486
83,97,31
29,197,2045
53,5,168
11,5,42
157,97,4985
3,19,16
179,11,517
137,149,1728
113,173,3618
103,29,397
31,151,3447
109,131,619
71,29,353
137,83,2453
37,29,426
79,181,9106
163,71,9678
31,167,1550
173,113,11555
113,199,14040
127,113,12518
29,47,216
139,127,11735
5,151,422
109,5,315
17,139,872
89,59,4227
197,127,12690
137,71,4097
131,191,13824
19,109,1043
181,29,353
53,113,4102
37,151,3811
83,97,2581
107,7,595
101,149,11784
193,163,128
193,37,695
157,173,15459
109,167,6220
3,79,207
37,197,1710
97,23,691
37,127,570
191,199,14359
5,199,939
23,137,557
197,109,18597
131,31,2185
193,199,17596
197,71,914
149,103,1046
59,197,5964
71,61,70
199,7,570
173,137,10648
109,61,6316
61,31,1332
127,103,8236
13,149,939
59,83,121
53,17,99
83,13,658
19,157,1470
149,139,11329
97,31,1938
137,53,2000
103,113,2376
29,3,2
13,197,448
29,151,342
79,89,4824
7,67,432
197,53,6182
163,7,1045
173,191,19098
43,3,35
181,193,15655
11,193,1129
19,167,1573
181,73,1125
71,199,6178
47,167,4932
43,151,543
101,97,5502
79,19,119
101,11,812
173,193,12349
101,11,843
167,17,1703
59,5,141
11,73,59
173,37,5520
53,11,238
107,137,3784
31,11,175
23,83,668
197,199,6310
137,19,1455
197,7,1377
181,83,14690
167,89,10184
19,79,279
5,59,175
191,151,13905
151,199,16545
61,59,1749
97,71,5744
101,127,9341
5,79,79
131,83,3396
7,197,926
29,97,971
109,151,3442
23,71,1246
41,181,4441
7,37,19
29,41,1008
71,83,5202
61,59,1054
79,103,1356
67,97,4914
79,3,123
113,43,4257
53,149,1782
149,151,1483
3,137,184
5,109,68
197,53,1119
97,103,4064
179,67,4120
113,173,17576
71,29,807
191,5,508
97,157,2376
179,151,26104
193,83,7634
131,101,4913
47,179,1054
173,181,6392
151,29,2959
19,197,1024
149,163,13381
3,61,50
193,13,1590
179,173,17660
61,113,122
107,151,7604
193,11,1864
47,173,8099
173,131,879
23,199,3705
47,19,669
19,59,757
179,167,19721
179,173,17274
31,17,360
151,179,12673
11,193,678
43,29,363
179,47,1454
173,89,1975
67,7,223
157,193,24811
61,157,13
37,173,4458
163,151,24164
59,167,5464
29,113,1326
167,191,29309
139,41,1425
41,47,605
109,197,20390
103,61,2187
79,71,4381
5,157,467
127,61,2330
103,31,3105
59,163,343
29,109,406
19,97,1618
23,167,1212
197,79,8682
83,73,2362
167,103,5750
103,41,1998
191,181,10843
13,151,198
137,199,20829
181,163,7502
41,107,2189
7,139,412
43,151,3268
197,71,12307
37,181,991
71,197,7203
163,109,10777
163,193,8628
103,191,373
181,61,5077
199,37,5298
191,97,15294
23,197,2328
43,23,270
137,59,6046
163,151,16384
61,139,2187
37,151,1372
43,79,1735
47,181,7877
193,157,18030
7,97,468
173,181,26934
151,89,9033
167,109,17266
71,47,1822
103,97,5524
149,113,15625
107,53,343
37,17,71
103,157,2807
17,107,724
13,23,5
179,193,8926
173,19,1647
83,157,10558
19,101,1530
37,181,2145
89,23,1729
17,29,225
197,41,3680
113,97,98
89,61,3114
37,151,4081
3,73,154
31,11,67
29,47,622
3,127,34
83,37,1711
193,61,4235
199,191,17108
97,61,2149
131,107,6498
3,157,371
103,83,6014
151,47,1155
103,101,7187
71,197,7772
83,199,1515
41,59,2183
191,109,9395
19,7,78
43,139,3125
71,43,991
11,89,768
131,167,8264
37,29,207
197,151,958
61,197,6220
97,179,8210
157,11,969
137,113,8342
19,151,140
29,97,1490
113,53,1331
191,29,4035
23,191,3464
67,109,7222
29,181,4869
97,197,13311
83,191,6228
157,113,243
151,11,736
107,199,11824
113,5,201
109,101,275
139,103,4433
199,163,19717
71,197,5832
181,47,781
151,149,2471
103,137,8945
197,199,38350
47,127,1305
181,71,7695
197,137,16369
59,181,10373
157,3,299
163,191,10197
137,53,2999
29,31,242
103,151,8030
167,107,6859
173,103,6686
173,89,4954
61,67,1721
127,107,1698
167,13,1696
173,197,32438
31,193,481
23,101,2213
13,59,697
17,151,2506
47,89,895
67,11,419
97,37,3385
103,167,1010
193,13,1667
103,151,2808
97,137,8535
23,101,1554
157,67,2736
103,67,2221
13,139,1483
67,197,3450
23,107,1237
109,17,889
139,41,2699
179,193,27014
101,83,3604
41,103,3224
191,113,14313
13,53,601
113,181,10059
101,41,1587
19,109,1960
5,197,798
167,67,5295
11,131,1403
41,37,1113
193,101,12482
31,193,2993
157,97,12283
197,193,329
41,103,1376
149,47,4638
23,137,777
43,131,698
97,19,27
97,149,12708
11,199,1743
61,97,2640
29,179,1122
83,53,2666
103,17,1451
139,79,10527
59,7,6
3,13,19
89,79,4824
31,83,2547
151,29,2878
89,41,1140
17,89,1420
197,29,4306
71,89,1610
163,67,5826
79,181,8377
83,23,1238
103,97,9094
53,71,2535
29,23,136
79,29,1250
5,29,94
37,113,2656
151,11,1409
107,199,11475
193,71,337
173,13,253
29,151,3773
31,47,182
67,197,5855
13,181,606
149,11,89
19,59,939
139,47,3992
181,41,2451
7,53,163
41,97,286
41,137,3375
131,29,3060
167,59,7839
41,103,3813
197,103,6410
193,71,9471
71,173,5971
113,37,2614
191,5,461
101,199,70
5,29,71
17,53,591
17,3,3
101,89,5998
67,71,4629
47,101,1886
89,67,4441
31,179,4411
127,137,4753
113,7,554
191,59,2744
67,109,1024
43,13,346
193,157,18395
5,71,180
197,17,161
11,43,398
163,97,4303
97,47,1165
53,41,1520
79,113,319
67,103,3803
47,53,884
191,79,5601
7,191,1108
89,199,8231
83,199,13588
199,73,8621
131,19,2117
137,13,1152
59,163,5028
107,3,37
89,131,5646
193,163,30580
11,139,1471
197,3,327
67,13,417
97,79,7262
31,3,92
191,59,1728
19,181,1420
83,61,1901
173,53,2173
13,167,551
167,5,471
3,179,451
37,11,28
149,197,512
19,131,1882
193,151,15476
31,173,5270
151,53,5369
173,199,30362
193,131,3470
181,31,1059
53,61,2056
151,131,16384
31,179,4700
37,19,614
97,37,3317
131,101,674
109,73,5675
67,5,177
11,113,1184
181,127,6157
67,43,2537
13,107,675
139,107,7466
167,107,1728
193,43,243
89,173,4286
173,7,913
173,131,11698
131,163,6796
131,11,1407
137,199,21497
47,41,1654
79,163,5905
127,101,1206
23,127,2756
19,73,564
163,139,4025
5,127,579
157,79,5595
61,97,270
19,5,4
199,149,26434
19,101,1032
